Frequency,Absorbance
5.98234,4.84614
5.98396,4.67658
5.9819,3.54151
5.98183,3.5056
5.98177,3.46969
5.9817,3.43379
5.98164,3.39788
5.98053,2.78745
5.98046,2.75155
5.9804,2.71564
5.99347,4.59682
5.99207,3.8288
5.99201,3.79289
5.99194,3.75698
5.99188,3.72108
5.99181,3.68517
5.99175,3.64926
5.99168,3.61335
5.99162,3.57745
5.9911,3.29019
5.99103,3.25428
5.99097,3.21837
5.9909,3.18247
5.99083,3.14656
5.99077,3.11065
5.9907,3.07474
5.99064,3.03884
5.99057,3.00293
5.99051,2.96702
5.99044,2.93111
5.99038,2.89521
5.99031,2.8593
5.99025,2.82339
6.00284,4.43925
6.00277,4.39935
5.99788,4.36742
5.99782,4.33151
5.99775,4.29561
6.00251,4.25972
6.00245,4.22381
6.00238,4.1879
6.00232,4.15199
6.00225,4.11609
6.00219,4.08018
6.00212,4.04427
6.00205,4.00437
6.00198,3.96847
6.00192,3.93256
6.00185,3.89665
6.00179,3.86074
6.0033,3.36503
6.00081,3.32213
5.99481,2.67978
6.00357,4.84022
6.00809,4.66967
6.00765,3.54558
6.01079,3.5037
6.01073,3.46579
6.01066,3.42989
6.00095,3.39794
6.00628,2.79152
6.00459,2.74564
5.99971,2.7157
5.99959,2.64987
6.01279,4.60086
6.01136,3.81689
6.0113,3.78098
6.01123,3.74507
6.01117,3.70917
6.0111,3.67326
6.01104,3.63735
6.01097,3.60144
6.01038,3.27828
6.01032,3.24237
6.01025,3.20646
6.01019,3.17056
6.01012,3.13465
6.01006,3.09874
6.00999,3.06283
6.01475,3.02096
6.00986,2.99102
6.0098,2.95511
6.00973,2.9192
6.00967,2.8833
6.0096,2.84739
6.03011,3.50575
