Frequency,Absorbance
5.30438,0.72553
5.32214,0.76506
5.32975,0.81899
5.32975,0.79322
5.3399,0.87292
5.3399,0.84835
5.35208,0.90635
5.35208,0.77689
5.36273,0.82974
5.3602,0.80517
5.3602,0.75004
5.37035,0.87289
5.37035,0.85311
5.37288,0.73264
5.3805,0.89864
5.38252,0.77686
5.38303,0.70926
5.3805,0.68529
5.38557,0.83151
5.38557,0.80994
5.39064,0.87466
5.39064,0.85308
5.39064,0.74521
5.41094,0.70683
5.41094,0.68765
5.40079,0.67687
5.44139,0.70859
5.47184,0.73013
5.50431,0.75155
5.49213,0.7343
5.53273,0.76123
5.56521,0.76658
5.59565,0.78309
5.58347,0.76297
5.6261,0.7996
5.61392,0.78451
5.65452,0.80532
5.66466,0.79524
5.68699,0.81751
5.69511,0.78801
5.71541,0.82815
5.74586,0.8383
5.77833,0.84905
5.76615,0.83468
5.80675,0.85981
5.8372,0.87655
5.86764,0.88311
5.90012,0.89998
5.88794,0.88489
5.93057,0.92152
5.91839,0.89564
5.95898,0.92676
5.95898,0.91118
5.98435,0.92433
5.98435,0.90635
